Gap,Reaction Time,undergraduate gpa,Exp avg,Sop avg,GPA avg,LoR avg,distance to campus,length,Response-letter sent,last 60/90 gpa,decision 1,decision 2,academic con,campus1,campus2,campus3,campus4,campus5,dposit received,follow up,1411,272,1632,1645,master or not,term,1st gen,residency,response
0.1273616,0.730247154,1.220071872,0.947221533,1.088388997,1.30991895,1.075667538,5.277262526,0.920614828,0.2406656,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
0.242707954,0.685538144,0,0.947221533,0.846524776,1.178927055,1.075667538,0.024086333,0.920614828,1.283549869,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.292177204,0.909083192,0.658838811,0.631481022,0.604660554,1.04793516,0.806750654,0.126732504,0.920614828,4.652868274,5.019809968,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4.762843226,0.432187091,0.683240248,0.947221533,0.846524776,0.52396758,0.672292211,0.294433891,0.920614828,0.561553068,4.465675101,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1.692948059,1.579718333,0.695440967,1.262962044,1.088388997,0.392975685,1.075667538,0.008313284,1.380922242,1.243438935,3.569280464,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
2.597696028,3.263757688,0.698491147,0.947221533,0.725592665,0.78595137,0.806750654,0.007237873,1.380922242,0.200554667,4.61235786,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0.834568176,0.884552107,0.631481022,0.604660554,0.654959475,0.941209096,5.650341208,1.380922242,1.243438935,4.824232956,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.344174353,0.774956163,0.713742045,0.473610767,0.604660554,0.26198379,0.672292211,0.045472894,1.380922242,0.320887467,4.596059776,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.239103381,1.222046258,0.716792225,0.789351278,0.967456886,0.52396758,0.806750654,0.066706743,0.920614828,0.200554667,4.416780848,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0.051665555,1.013404214,0.722892584,1.262962044,0.725592665,0.52396758,0.537833769,0.044935342,1.380922242,0.160443734,3.89524215,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4.476880388,1.177337248,0.735093303,1.105091789,1.209321108,0.52396758,1.075667538,0.249984383,1.380922242,1.684659203,4.514569354,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1.625662685,1.639330346,0.735093303,1.578702555,0.967456886,0.26198379,0.941209096,0.008480171,1.380922242,0.441220267,4.107117246,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.056471653,1.222046258,0.738143482,1.578702555,1.088388997,0.78595137,1.075667538,0.073354652,0.920614828,0.040110933,5.036108052,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0,0.342769072,0.884552107,0.947221533,1.088388997,0.78595137,1.075667538,5.548925684,1.380922242,0.641774934,5.476156328,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6.608384899,1.341270283,0.738143482,0,0,0,0,0.008685724,1.380922242,0.280776534,4.188607668,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
4.044331558,2.682540565,0.738143482,1.578702555,0.846524776,0.26198379,1.075667538,0.031219613,0.920614828,0.080221867,3.601876633,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1
0.097323487,0.80476217,0.741193662,0.947221533,1.088388997,0.78595137,0.941209096,0.267994712,0.920614828,0.802218668,4.922021462,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.712504045,3.144533663,0.744243842,1.578702555,0.846524776,0.654959475,1.210125981,0.016522766,1.380922242,0.040110933,4.905723378,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.773781795,1.236949261,0.747294022,0.789351278,0.725592665,0.26198379,0.941209096,6.075185357,1.380922242,0.802218668,3.66706897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0.491799104,0.884552107,0.789351278,1.209321108,0.26198379,0.537833769,0.546447239,0.920614828,4.652868274,4.856829125,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
10.08199231,1.04321022,0.750344201,0.789351278,0.967456886,1.04793516,1.075667538,0.01066722,0.920614828,0.401109334,4.433078933,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
1.272414474,2.429189512,0.750344201,1.105091789,0.967456886,0.654959475,1.075667538,0.118020565,1.380922242,0.160443734,4.644954029,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.253521675,2.60802555,0.750344201,0.947221533,0.604660554,0.52396758,0.806750654,0.015601661,1.380922242,0.200554667,4.873127209,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.169414958,1.669136352,0.753394381,0.631481022,0.725592665,0.52396758,0.941209096,0.027921687,1.380922242,0.200554667,4.335290427,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2.07022676,0.894180188,0.76254492,1.262962044,0.725592665,0.52396758,0.537833769,0.057865828,1.380922242,0.160443734,4.547165523,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.288365887,1.371076289,0.768645279,0.947221533,0.725592665,0.26198379,0.941209096,0.034795589,1.380922242,0.040110933,4.188607668,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.067285374,3.263757688,0.771695459,0.947221533,0.967456886,0.392975685,0.672292211,0.115089105,1.380922242,0.401109334,3.520386211,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2.708236284,0.655732138,0.771695459,1.105091789,1.088388997,0.78595137,1.075667538,0.054694647,0.920614828,0.481331201,5.019809968,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,1.028307217,0.887602287,0.631481022,1.088388997,0.78595137,1.075667538,5.880255516,0.920614828,0.521442134,5.818416099,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.789276765,0.849471179,0.774745639,0.947221533,0.846524776,0.916943265,1.075667538,5.133897485,0.920614828,1.243438935,3.960434488,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.319605524,2.593122547,0.774745639,0.789351278,0.483728443,0.52396758,0.941209096,0.037321886,1.380922242,0.040110933,4.644954029,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.144182943,1.207143254,0.780845998,1.105091789,1.088388997,0.392975685,1.075667538,0.025416571,1.380922242,0.521442134,4.449377017,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.121353977,1.087919229,0.780845998,1.105091789,0.967456886,0.52396758,1.075667538,0.042699363,1.380922242,0.040110933,5.199088895,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
0.313597902,1.579718333,0.780845998,1.105091789,0.967456886,0.52396758,0.806750654,0.036508492,1.380922242,0.200554667,4.270098089,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2.750289643,1.32636728,0.780845998,1.578702555,0.967456886,0.52396758,0.806750654,0.04717839,0.920614828,0.561553068,4.188607668,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.39289852,1.222046258,0.780845998,0.631481022,0.967456886,0.52396758,0.806750654,0.235418772,0.920614828,0.401109334,4.514569354,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2.14712433,1.654233349,0.783896178,0.631481022,1.088388997,1.04793516,1.210125981,0.012469926,1.380922242,0.1203328,3.927838319,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1.27121295,1.654233349,0.789996537,1.262962044,0.967456886,0.52396758,1.075667538,0.019651619,1.380922242,0.360998401,4.563463607,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.025232015,2.101323443,0.789996537,0.631481022,0.846524776,0.52396758,0.806750654,0.062889118,1.380922242,0.280776534,3.797453644,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
0.726922339,0.849471179,0.789996537,0.789351278,0.846524776,0.52396758,1.075667538,0.03827822,1.380922242,0,4.188607668,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.20425917,1.296561273,0.789996537,1.578702555,1.209321108,0.78595137,1.075667538,0.015601661,1.380922242,0.721996801,5.280579317,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.183833253,1.207143254,0.793046717,1.105091789,0.846524776,0.78595137,1.075667538,0.082433094,1.380922242,0.842329601,6.030291195,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
3.105940903,0.99850121,0.796096896,1.578702555,1.088388997,0.916943265,1.210125981,0.008685724,0.920614828,0.1203328,4.253800005,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
0.648823245,2.637831556,0.796096896,0.947221533,0.846524776,0.52396758,1.075667538,0.00769156,1.380922242,0.1203328,4.644954029,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.117749404,1.251852264,0.799147076,0.631481022,0.483728443,0.52396758,0.537833769,0.036002569,0.920614828,0.1203328,4.38418468,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0,1.460494308,0.887602287,0.947221533,1.088388997,0.52396758,1.344584423,0.753347929,0.920614828,0.481331201,4.677550197,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1.274817523,1.117725236,0.799147076,1.578702555,0.846524776,0.52396758,0.672292211,0.054036316,0.920614828,0.160443734,4.547165523,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.27875369,0.774956163,0.799147076,0.631481022,0.967456886,0.52396758,1.075667538,0.126155002,1.380922242,0.160443734,4.742742534,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1.505510233,2.190741462,0.805247435,1.4208323,0.846524776,0.654959475,1.075667538,0.02085974,1.380922242,0.481331201,4.759040619,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.116547879,1.445591305,0.808297615,0.947221533,0.725592665,0.52396758,0.941209096,0.025227373,0.920614828,0.040110933,4.693848282,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1.936857538,2.488801525,0.808297615,1.262962044,0.725592665,0.654959475,0.806750654,0.013438537,1.380922242,0.561553068,4.481973185,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.670450686,2.280159481,0.808297615,1.105091789,0.846524776,0.52396758,0.806750654,0.0093343,1.380922242,0.040110933,4.367886595,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.302784181,0.700441148,0.811347795,0.947221533,0.967456886,0.78595137,1.344584423,0.0292489,0.920614828,0.481331201,5.199088895,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
0.17782563,1.862875393,0.811347795,0,0,0,0,0.002771095,1.380922242,0,4.938319546,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.376077177,0.357672075,0.811347795,1.262962044,0.967456886,0.654959475,1.075667538,0.782490192,1.380922242,0,4.628655944,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
0.054068604,0.894180188,0.814397974,0.947221533,0.725592665,0.78595137,0.941209096,0.008313284,1.380922242,0.200554667,5.166492727,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
0.1910424,1.32636728,0.817448154,0.473610767,1.088388997,0.52396758,1.075667538,0.011576371,1.380922242,0.441220267,4.449377017,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
6.68287942,6.065522278,0.817448154,0,0,0,0,0.267838241,1.380922242,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.261932347,4.113228867,0.817448154,1.578702555,0.725592665,0.654959475,0.941209096,0.011701661,0.920614828,0.080221867,5.280579317,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.199453072,1.266755267,0.820498334,1.262962044,1.088388997,0.52396758,1.075667538,0.098373668,1.380922242,0.040110933,4.318992342,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1
0.234297283,2.771958584,0.820498334,0.315740511,0.604660554,0.654959475,1.210125981,4.046006502,0.920614828,0.561553068,4.889425293,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2.85842685,1.639330346,0.820498334,0.947221533,1.088388997,0.52396758,1.210125981,0.008805459,1.380922242,4.171537074,4.644954029,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
2.586882307,1.073016226,0.820498334,0.947221533,0.846524776,0.52396758,1.075667538,4.225438171,0.920614828,1.203328002,4.041924909,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0.514252498,0.864374182,0.823548513,0.789351278,0.846524776,0.52396758,1.210125981,0.826533291,0.920614828,0.962662402,4.579761691,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6.475015677,2.444092515,0.823548513,0.947221533,0.725592665,0.78595137,0.941209096,0.02775969,0.920614828,0.040110933,4.905723378,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
2.239641719,5.722753206,0.823548513,0,0,0,0,0.192035249,1.380922242,0.641774934,4.156011499,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.108137207,1.013404214,0.826598693,0.631481022,0.604660554,0.78595137,0.537833769,0.026951444,1.380922242,0.401109334,5.313175485,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
0.400107668,3.248854685,0.826598693,1.578702555,0.483728443,0.78595137,0.806750654,0.015201109,1.380922242,0.040110933,5.704329509,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
1.177494037,0.909083192,0.826598693,1.262962044,0.725592665,0.916943265,1.075667538,0.021127056,1.841229656,0.200554667,5.492454413,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.201856121,1.847972389,0.826598693,0.947221533,1.209321108,0.78595137,1.075667538,0.205524227,1.380922242,0.762107735,5.133896558,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
6.037660749,0.789859166,0.829648873,1.105091789,0.967456886,0.916943265,0.806750654,0.251729374,0.920614828,0.441220267,5.264281232,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.791804663,1.847972389,0.829648873,0.631481022,0.604660554,0.78595137,0.806750654,5.61158769,0.920614828,0.802218668,5.085002305,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1.177494037,2.56331654,0.829648873,0.631481022,0.846524776,0.52396758,0.806750654,0.021731656,1.380922242,0.040110933,3.993030656,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.117749404,0.789859166,0.832699053,0.631481022,0.846524776,0.52396758,1.210125981,0.036508492,0.920614828,0.401109334,4.596059776,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1.089782746,1.04321022,0.832699053,1.578702555,0.967456886,0.52396758,1.210125981,0.270511977,0.920614828,3.208874672,4.661252113,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.403712241,1.609524339,0.832699053,1.4208323,1.209321108,0.78595137,1.075667538,0.005014997,1.380922242,0.160443734,4.677550197,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.911957116,0.879277185,0.832699053,1.262962044,0.725592665,0.52396758,0.941209096,0.267754553,1.380922242,0.200554667,4.661252113,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.061277751,0.774956163,0.835749232,1.105091789,1.088388997,0.52396758,1.210125981,0.097305014,1.380922242,0.040110933,3.993030656,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.197050022,2.04171143,0.835749232,1.262962044,0.725592665,0.654959475,0.537833769,0.036557237,1.380922242,0,4.791636787,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
0.040851834,2.637831556,0.838799412,0.315740511,0.604660554,0.52396758,0.672292211,0.015601661,1.380922242,0.040110933,4.693848282,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.83866412,0.76005316,0.841849592,0.947221533,0.967456886,0.52396758,0.941209096,0.011701661,0.920614828,0.200554667,4.759040619,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.219878988,2.771958584,0.844899771,0.631481022,0.604660554,0.78595137,1.075667538,0.27698772,0.920614828,0.521442134,4.889425293,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1.277220572,2.175838459,0.844899771,1.262962044,1.088388997,0.654959475,0.941209096,0.016114929,0.920614828,0.200554667,5.068704221,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.120152453,1.967196415,0.847949951,0,0,0,0,0.012025563,1.380922242,0.160443734,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.969630293,1.32636728,0.847949951,1.578702555,1.088388997,0.916943265,0.941209096,0.115890168,0.920614828,0.441220267,5.036108052,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,2.399383506,0.893702646,0.947221533,0.725592665,0.392975685,0.672292211,0.05146621,1.380922242,0.040110933,4.710146366,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
2.453513084,0.715344151,0.847949951,1.578702555,0.967456886,0.52396758,0.806750654,0.010406017,1.380922242,0.040110933,4.807934872,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
2.928115273,3.442593726,0.847949951,0.473610767,0.725592665,0.78595137,1.075667538,0.109219771,0.920614828,1.002773335,5.019809968,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.830253448,0.640829135,0.847949951,0.473610767,0.967456886,0.78595137,0.941209096,5.942766396,1.380922242,2.085768537,5.492454413,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2.412661251,1.758554371,0.847949951,1.4208323,0.967456886,0.52396758,1.075667538,0.017897467,0.920614828,0.441220267,4.302694258,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0.040851834,0.879277185,0.851000131,1.262962044,0.967456886,0.52396758,1.344584423,0.092176659,0.920614828,0.601664001,4.661252113,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,0.76005316,0.893702646,1.262962044,0.967456886,0.78595137,0.941209096,2.906396947,1.380922242,1.203328002,5.508752497,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.142981419,2.175838459,0.851000131,0.789351278,0.846524776,0.78595137,0.537833769,0.024838277,0.920614828,0.080221867,5.150194642,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.236700332,0.491799104,0.851000131,0.631481022,0.967456886,0.52396758,1.075667538,0.088267151,1.380922242,0.320887467,4.286396174,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0.403712241,1.32636728,0.85405031,1.4208323,0.967456886,0.78595137,1.210125981,0.074940253,0.920614828,1.123106135,4.938319546,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
0.831454973,0.640829135,0.85405031,0.947221533,0.725592665,0.52396758,1.210125981,0.049879681,1.380922242,0.080221867,4.090819162,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
4.136848947,2.026808427,0.85405031,1.578702555,1.209321108,0.52396758,1.075667538,0.258464797,1.380922242,0.441220267,4.759040619,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2.051002368,0.611023129,0.85405031,1.4208323,1.209321108,0.52396758,1.210125981,5.558914257,1.380922242,0.641774934,4.237501921,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.211468317,1.684039355,0.85710049,1.4208323,0.967456886,0.52396758,0.806750654,0.007237873,1.380922242,0.360998401,4.514569354,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1.388962353,0.983598207,0.85710049,1.4208323,0.967456886,0.916943265,0.806750654,0.019412574,1.380922242,0.200554667,5.525050581,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1.622058112,0.849471179,0.85710049,1.578702555,1.088388997,0.78595137,0.806750654,0.841128395,1.380922242,0.762107735,5.133896558,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.938889198,0.893702646,0.947221533,0.967456886,1.04793516,0.537833769,0.008685724,1.841229656,0.962662402,3.390001537,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.11414483,2.220547468,0.85710049,0.631481022,0.967456886,0.52396758,1.075667538,0.075122718,0.920614828,0.2406656,4.481973185,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1.20753215,0.52160511,0.85710049,1.578702555,0.967456886,0.916943265,1.210125981,0.031882575,1.380922242,0.040110933,5.32947357,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1.95608193,0.864374182,0.85710049,0.631481022,0.846524776,0.78595137,0.941209096,5.19379201,1.380922242,0.521442134,5.085002305,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0.227088136,1.132628239,0.86015067,0.947221533,1.209321108,0.654959475,0.941209096,0.030078374,1.380922242,0.160443734,4.905723378,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.296776558,0.700441148,0.863200849,0.631481022,0.967456886,0.916943265,1.075667538,0.015601661,1.380922242,0.040110933,5.851012268,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.22828966,1.877778396,0.863200849,1.262962044,1.088388997,0.52396758,1.210125981,0.031219613,1.380922242,0,4.514569354,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1.087919229,0.896752826,0.789351278,0.967456886,0.52396758,0.941209096,0.018289106,0.920614828,0.802218668,4.775338703,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.362860407,1.654233349,0.863200849,0.789351278,1.209321108,0.52396758,1.075667538,0.011701661,1.380922242,0.040110933,4.644954029,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.768975697,0.834568176,0.863200849,0.631481022,0.725592665,0.52396758,0.537833769,0.003619124,0.920614828,0.601664001,4.090819162,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
0.075696045,0.80476217,0.863200849,0.789351278,0.967456886,0.78595137,0.941209096,0.220716176,0.920614828,1.644548269,4.596059776,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.931181509,1.445591305,0.863200849,1.262962044,0.725592665,0.52396758,1.075667538,0.247735575,0.920614828,0.040110933,4.742742534,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.633203426,1.52010632,0.863200849,0.947221533,0.967456886,0.916943265,1.344584423,0.061913019,1.380922242,0.441220267,5.231685064,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
9.87292704,1.266755267,0.863200849,0.631481022,0.846524776,0.52396758,1.075667538,0.020325932,1.380922242,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
0.180228679,1.371076289,0.863200849,0.789351278,0.846524776,0.52396758,1.075667538,0.083491397,1.380922242,0.080221867,4.204905752,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.145384468,0.730247154,0.866251029,1.578702555,1.209321108,0.78595137,1.075667538,0.029885807,0.920614828,0.360998401,5.410963991,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1.445591305,0.896752826,0.947221533,0.967456886,0.52396758,0.806750654,5.599888361,0.920614828,2.206101337,4.693848282,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.871105282,1.609524339,0.866251029,1.105091789,1.088388997,0.52396758,1.344584423,5.931073784,0.920614828,1.363771736,4.00932874,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.461385418,1.80326338,0.869301209,0.947221533,0.725592665,0.78595137,0.806750654,0.026309529,1.380922242,0.441220267,4.987213799,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.768975697,2.101323443,0.869301209,0.947221533,0.967456886,1.04793516,0.806750654,0.012025563,1.380922242,0.441220267,6.111781617,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.066083849,0.909083192,0.869301209,0.947221533,0.725592665,0.78595137,0.806750654,2.969456289,0.920614828,0,4.400482764,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.225886611,0.938889198,0.869301209,0.631481022,0.604660554,0.78595137,1.075667538,0.048575411,0.920614828,0.040110933,4.889425293,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.322008573,2.190741462,0.869301209,0.789351278,0.604660554,1.04793516,0.941209096,0.003619124,0.920614828,0.040110933,5.101300389,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.075696045,1.192240251,0.869301209,1.262962044,0.967456886,0.52396758,0.941209096,0.321470888,0.920614828,0.360998401,4.481973185,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
3.377485446,0.655732138,0.872351388,1.578702555,1.209321108,0.52396758,1.075667538,0.02651335,1.380922242,0.080221867,4.465675101,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0.86509766,0.28315706,0.872351388,1.105091789,0.846524776,1.04793516,1.075667538,0.27698772,0.920614828,0.401109334,5.085002305,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,1.236949261,0.896752826,1.262962044,0.967456886,0.78595137,1.344584423,0.29915411,0.920614828,1.604437336,5.150194642,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4.237777007,1.028307217,0.872351388,0.473610767,0.725592665,0.78595137,0.806750654,0.097305014,1.380922242,0.200554667,5.476156328,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.116547879,1.594621336,0.872351388,0.631481022,0.846524776,0.78595137,0.672292211,0.062421237,0.920614828,0.521442134,3.813751729,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2.961757959,1.311464276,0.872351388,1.578702555,1.209321108,1.178927055,1.344584423,0.278277211,0.920614828,1.002773335,4.905723378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
0,0.99850121,0.896752826,0.315740511,1.209321108,0.52396758,0.537833769,0.054694647,0.920614828,0.441220267,5.296877401,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.732929962,1.192240251,0.872351388,1.4208323,0.967456886,0.52396758,0.806750654,0.048941639,0.920614828,0.441220267,4.514569354,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
0.221080513,1.207143254,0.872351388,0.631481022,0.725592665,0.78595137,0.806750654,0.055267014,0.920614828,0.040110933,5.345771654,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
0.732929962,0.461993097,0.872351388,0.631481022,0.967456886,0.78595137,0.941209096,0.179643369,0.920614828,0.601664001,5.296877401,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
